epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
82,2204.73,2.03083,4.78254,6.33128,0.02362,0.85211,0.40362,0.02783,0.00865,0.00154,0.00049,0.02092,0.0048,0.00023,0.0001,1.97848,4.72406,6.55456,0.02531,0,0,0.000332296,0.000332296,0.000332296
83,2231.09,2.02634,4.7884,6.33491,0.02333,0.84461,0.40075,0.02471,0.00762,0.0016,0.00049,0.02037,0.00482,0.00024,0.0001,1.97596,4.70867,6.56605,0.0253,0,0,0.000327583,0.000327583,0.000327583
84,2255.89,2.03079,4.74183,6.33843,0.02326,0.84473,0.40158,0.02694,0.00825,0.00152,0.00049,0.01894,0.00404,0.00022,9e-05,1.97385,4.68066,6.57014,0.02524,0,0,0.000322871,0.000322871,0.000322871
85,2282.38,2.03119,4.76511,6.3451,0.02332,0.83314,0.40402,0.02684,0.00853,0.00147,0.00049,0.01922,0.00436,0.00024,0.0001,1.96812,4.66769,6.54458,0.02525,0,0,0.000318158,0.000318158,0.000318158
86,2308.73,2.03422,4.78037,6.32835,0.02334,0.84226,0.40607,0.02511,0.00843,0.00201,0.00066,0.01929,0.00491,0.00025,0.0001,1.97352,4.71171,6.54494,0.02518,0,0,0.000313446,0.000313446,0.000313446
87,2334.69,2.03495,4.77811,6.33368,0.02335,0.84654,0.40184,0.02699,0.0092,0.00146,0.00047,0.0197,0.00503,0.00023,9e-05,1.97371,4.70096,6.54456,0.02517,0,0,0.000308734,0.000308734,0.000308734
88,2360.1,2.03308,4.76407,6.34498,0.02319,0.83326,0.40224,0.02697,0.00803,0.00146,0.00046,0.02037,0.00476,0.00024,9e-05,1.97519,4.68837,6.54285,0.0253,0,0,0.000304021,0.000304021,0.000304021
89,2385.64,2.04296,4.76754,6.34145,0.02377,0.85056,0.40284,0.02552,0.0078,0.00162,0.00049,0.02076,0.0048,0.00026,0.0001,1.97651,4.70015,6.58573,0.02528,0,0,0.000299309,0.000299309,0.000299309
90,2411.31,2.04177,4.7908,6.32349,0.02372,0.84764,0.40251,0.02592,0.00818,0.00166,0.00053,0.0198,0.0048,0.00027,0.0001,1.97163,4.68433,6.55973,0.0252,0,0,0.000294596,0.000294596,0.000294596
91,2436.58,2.03985,4.7789,6.32746,0.02368,0.84827,0.39983,0.02579,0.00792,0.00145,0.00047,0.02049,0.00486,0.00024,0.0001,1.9732,4.70968,6.53998,0.02523,0,0,0.000289884,0.000289884,0.000289884
92,2462.69,2.02536,4.75703,6.33515,0.0236,0.84976,0.39641,0.02647,0.00842,0.00205,0.00066,0.0195,0.0046,0.00025,0.0001,1.97601,4.70932,6.55129,0.02531,0,0,0.000285172,0.000285172,0.000285172
93,2488.6,2.04945,4.76637,6.33497,0.02376,0.84495,0.39989,0.02673,0.00814,0.00163,0.00049,0.02071,0.00448,0.00023,0.00011,1.9744,4.6945,6.56115,0.02527,0,0,0.000280459,0.000280459,0.000280459
